Order,Beta,Book Value Per Share,Cash Flow,Current Ratio,D/E Ratio,Date,Difference,Diluted EPS,EBITDA,Earnings Growth,Enterprise Value,Enterprise Value/EBITDA,Enterprise Value/Revenue,Forward P/E,Gross Profit,Held by Insiders,Held by Institutions,Market Cap,Net Income Avl to Common ,Operating Margin,PEG Ratio,Price,Price/Book,Price/Sales,Profit Margin,Return on Assets,Return on Equity,Revenue,Revenue Growth,Revenue Per Share,SP500,Shares Short (as of,Short % of Float,Short Ratio,Status,Ticker,Total Cash,Total Cash Per Share,Total Debt,Trailing P/E,Unix,sp500_p_change,stock_p_change
71,0.393,11.738,67360000,1.523,0.789,4/14/2004 16:44,7.28186097,0.902,10.07,11.7,15790000000,10.07,0.48,15.01,1730000000,9.61,64.81,10890000000,58283000,2.69,1.72,16.81,1.45,0.33,1.76,3.23,8.19,0.48,30.9,51.297,1128.170044,534000,0.91,1.937,outperform,adm,1250000000,1.93,6000000000,18.64,1081975465,6.578936175,13.86079714
72,0.383,12.129,30529000,1.512,0.848,6/19/2004 13:33,3.968376762,1.071,8.99,11.7,15540000000,8.99,0.45,14.03,1730000000,9.61,64.94,10580000000,69279000,3.02,1.74,16.28,1.34,0.31,2.01,3.71,9.46,0.45,30.9,53.402,1133.560059,467000,0.8,2.005,outperform,adm,1690000000,2.59,6690000000,15.2,1087666428,7.088134294,11.05651106
73,0.397,12.075,86061000,1.605,0.613,11/30/2004 7:08,20.90311901,0.94,10.67,9.7,17320000000,10.67,0.47,14.25,2150000000,13.63,65.48,13900000000,61083000,2.52,2.28,21.23,1.76,0.37,1.64,3.15,7.97,0.47,17.7,57.207,1173.819946,344000,0.61,1.062,outperform,adm,1420000000,2.17,4850000000,22.59,1101816532,10.89151123,31.79463024
74,0.452,12.075,86061000,1.605,0.613,1/26/2005 0:58,25.15551129,0.94,11.32,9.7,18380000000,11.32,0.49,15,2150000000,13.63,65.03,14820000000,61083000,2.52,2.37,22.65,1.89,0.4,1.64,3.15,7.97,0.49,17.7,57.207,1174.069946,454000,0.8,2.221,outperform,adm,1420000000,2.17,4850000000,24.1,1106719086,10.91512889,36.07064018
75,0.428,12.075,86061000,1.605,0.613,2/8/2005 21:21,25.34667752,0.94,11.78,9.7,19120000000,11.78,0.51,15.1,2150000000,13.63,64.67,15520000000,61083000,2.52,1.79,23.71,1.99,0.42,1.64,3.15,7.97,0.51,17.7,57.207,1202.300049,454000,0.8,2.221,outperform,adm,1420000000,2.17,4850000000,25.22,1107915676,13.58204454,38.92872206
76,0.428,12.075,86061000,1.741,0.528,2/14/2005 20:39,26.95315063,1.08,11.42,9.7,19170000000,11.42,0.52,15.61,2150000000,13.64,64.8,16040000000,70351000,2.69,1.8,24.5,2.01,0.43,1.9,3.56,8.88,0.52,17.7,56.837,1206.140015,454000,0.8,2.221,outperform,adm,1250000000,1.9,4510000000,22.73,1108431586,13.94480855,40.89795918
77,0.28,26.1,32290000000,1.74,85.48,7/29/2011 19:09,29.65082329,3.25,9.17,37.3,32290000000,9.17,0.44,9.09,3840000000,2.14,71.4,32290000000,2100000000,3.56,0.96,30,1.18,0.27,2.86,4.3,13.25,0.44,32.6,114.86,1292.280029,1047000,1.7,1.7,outperform,adm,1620000000,2.54,14260000000,9.43,1311980962,22.08251005,51.73333333
78,0.26,26.1,31540000000,1.74,85.48,8/5/2011 4:13,34.97952815,3.25,8.96,37.3,31540000000,8.96,0.43,7.84,3840000000,2.14,71.4,31540000000,2100000000,3.56,0.85,28,1.14,0.26,2.86,4.3,13.25,0.43,32.6,114.86,1199.380005,1047000,1.7,1.7,outperform,adm,1620000000,2.54,14260000000,8.64,1312532007,13.30618614,48.28571429
79,0.29,27.82,26220000000,2.08,54.78,9/28/2011 4:29,33.33862966,3.13,7.35,14.6,26220000000,7.35,0.33,7.49,4300000000,2.14,71.4,26220000000,2040000000,3.34,0.82,25,0.92,0.21,2.52,4.55,12.06,0.33,45.6,125.66,1151.060059,1368000,2.2,1.6,outperform,adm,1350000000,2,10320000000,8.23,1317198540,8.74137034,42.08
80,0.63,27.52,61800000,1.88,51.59,12/31/2011 4:39,30.23143328,3.26,7.22,33.3,26870000000,7.22,0.31,8.51,4300000000,2.14,71.4,26870000000,2150000000,3.37,1.15,28,1.04,0.22,2.51,4.66,12.65,0.31,30.4,131.92,1249.640015,998000,1.5,2.2,outperform,adm,1830000000,2.73,9500000000,8.76,1325324391,18.05428101,48.28571429
81,0.77,27.81,4670000000,1.84,55.68,7/28/2012 11:39,19.97905616,1.99,8.67,31,27220000000,8.67,0.31,9.7,4300000000,2.11,8.1,27220000000,1320000000,2.58,1.11,27,0.98,0.2,1.48,3.36,7.54,0.31,5.4,134.59,1337.890015,737000,1.1,1.3,outperform,adm,1250000000,1.89,10330000000,13.83,1343489981,26.39131421,46.37037037
82,0.76,28.76,3470000000,1.73,46.71,6/7/2013 17:17,0.870065722,1.89,11.15,32.6,28470000000,11.15,0.31,10.95,3670000000,2.18,74.6,28470000000,1240000000,1.84,1.61,33,1.14,0.24,1.37,2.46,6.7,0.31,2.7,138.08,1643.380005,882000,1.4,2,outperform,adm,1630000000,2.48,8860000000,17.53,1370639854,55.2511464,56.12121212
83,1.073,9.526,1510000000,1.553,0.015,5/12/2004 18:03,0,1.57,14.61,7.5,26510000000,14.61,3.5,26.42,4050000000,1.99,72.48,26980000000,94035000,19.84,2.93,45.7,4.92,3.65,12.4,4.31,17.45,3.5,2,12.644,1097.280029,623000,1.08,2.9,underperform,adp,1230000000,2.08,8205000,29.11,1084399419,0,0
84,0.64,12.15,23170000000,1.07,0.57,8/5/2011 4:11,-6.5388666,2.52,10.81,16.3,23170000000,10.81,2.34,15.75,3900000000,0.17,74.7,23170000000,1250000000,18.47,1.66,47,4.09,2.49,12.7,3.73,21.83,2.34,14.5,20.02,1199.380005,495000,1,1.9,underperform,adp,1430000000,2.88,3420000,19,1312531911,9.304824047,2.765957447
85,0.74,12.33,1800000000,1.1,0.61,1/4/2012 0:07,-1.035653183,2.57,11.58,8.7,25160000000,11.58,2.47,17.97,4150000000,0.17,74.7,25160000000,1280000000,18.19,1.95,54,4.38,2.59,12.57,3.93,21.71,2.47,13.1,20.65,1277.300049,507000,1,2.1,underperform,adp,1270000000,2.6,3650000,21.19,1325653671,16.40602355,15.37037037
86,0.77,12.64,1810000000,1.08,0.58,4/20/2012 21:07,-8.722470093,2.71,11.58,20.9,25480000000,11.58,2.46,18.22,4150000000,0.17,75.8,25480000000,1340000000,18.17,1.99,55,4.32,2.59,12.98,3.61,22.47,2.46,7.4,21.07,1378.530029,480000,1,2.3,underperform,adp,1360000000,2.76,3600000,20.31,1334970453,25.631561,16.90909091
87,0.84,13.2,1900000000,1.07,0.27,7/26/2012 0:02,-7.035570805,2.78,10.77,6.7,25350000000,10.77,2.41,18.53,4150000000,0.16,75.9,25350000000,1370000000,19.32,2.1,55,4.19,2.56,13.02,3.14,21.69,2.41,6.8,21.53,1360.02002,555000,1.1,2.5,underperform,adp,1690000000,3.46,1730000,19.95,1343275348,23.94466171,16.90909091
88,0.83,13,1530000000,1.07,7.29,2/6/2013 18:15,-13.97287429,2.83,12.28,0.9,29030000000,12.28,2.69,18.95,4430000000,0.19,76,29030000000,1390000000,18.89,2.22,60,4.71,2.75,12.87,4.39,22.59,2.69,5.9,22.23,1512.119995,448000,0.9,2.3,underperform,adp,1150000000,2.38,45900000,21.34,1360192511,37.80620763,23.83333333
89,0.83,13.19,1550000000,1.08,0.46,4/23/2013 4:13,-14.18892474,2.87,15.85,4.2,30250000000,15.85,2.88,20.6,4430000000,0.19,77.4,30250000000,1370000000,15.1,2.45,65,4.94,3.01,13.39,3.01,21.78,2.88,7.9,21.66,1578.780029,670000,1.4,3.4,underperform,adp,1420000000,2.93,2930000,22.85,1366704816,43.88123244,29.69230769
90,0.83,13.19,1550000000,1.08,0.46,4/26/2013 14:37,-13.43897828,2.87,15.85,4.2,30250000000,15.85,2.88,20.92,4430000000,0.19,77.4,30250000000,1370000000,15.1,2.48,66,5.06,3.08,13.39,3.01,21.78,2.88,7.9,21.66,1582.23999,670000,1.4,3.4,underperform,adp,1420000000,2.93,2930000,23.2,1367001442,44.19655404,30.75757576
91,1.032,5.614,25796000,1.614,1.614,6/20/2004 7:36,43.27418692,1.246,26.8,277.1,4120000000,26.8,3.96,23.04,80352000,4.76,87.77,4470000000,15531000,14.74,1.53,39.4,6.97,4.27,14.95,16.1,25.5,3.96,15.4,8.332,1132.050049,321000,2.97,1.783,outperform,adsk,35393000,3.12,1.614,31.62,1087731381,9.923782627,53.19796954
92,1.06,5.614,25796000,1.614,1.614,8/3/2004 23:39,47.07228696,1.246,26.86,277.1,4130000000,26.86,3.97,23.37,80352000,4.76,88.88,4540000000,15531000,14.74,1.54,39.96,7.03,4.31,14.95,16.1,25.5,3.97,15.4,8.332,1099.689941,458000,4.24,2.112,outperform,adsk,35393000,3.12,1.614,32.07,1091590761,6.781566891,53.85385385
93,1.315,2.847,37313000,1.637,1.637,4/19/2005 9:08,29.87460171,0.89,23.33,84.1,6690000000,23.33,5.42,24.76,1060000000,2.15,87.25,7230000000,22151000,19.04,1.65,31.69,11.13,5.86,17.95,20.97,34.17,5.42,29.6,4.985,1152.780029,415000,1.86,1.359,outperform,adsk,53269000,2.34,1.637,35.49,1113916088,11.93669523,41.81129694
94,2.13,8.98,57870000,1.75,5.45,2/6/2013 12:50,5.888795906,1.06,15.97,59.6,7560000000,15.97,3.29,18.42,1990000000,0.16,95.3,7560000000,24490000,15.22,1.18,39,4.35,3.82,10.66,6.8,12.74,3.29,0.1,10.13,1512.119995,362000,1.6,1.6,outperform,adsk,1330000000,5.92,11000000,36.85,1360173017,46.82915281,52.71794872
95,2.15,9.14,55910000,2.45,36.49,5/14/2013 2:47,-8.776838143,1.07,16.1,3.5,7690000000,16.1,3.33,15.88,2070000000,0.12,91.8,7690000000,24740000,15.13,1.26,38,4.35,3.85,10.7,5.8,12.6,3.33,2.4,10.21,1650.339966,381000,1.7,1.5,underperform,adsk,1950000000,8.73,74560000,36.36,1368514046,60.25052235,51.47368421
96,1.72,22.61,1560000000,1.05,48.01,4/23/2013 4:44,0,1.72,8.65,12.9,11770000000,8.65,3.63,21.49,1850000000,0.12,86.7,11770000000,40600000,23.47,2.2,43,1.93,2.96,12.52,5.2,7.7,3.63,1.8,13.96,1578.780029,495000,2.2,3.2,underperform,adt,38200000,1.74,2530000000,25.49,1366706672,0,0
97,1.72,20.42,1600000000,1.14,69.94,5/9/2013 13:05,-0.760628491,1.74,9.21,1.9,12640000000,9.21,3.88,21.91,1850000000,0.12,86.7,12640000000,40800000,23.22,2.23,44,2.18,3.09,12.53,5.09,8.18,3.88,1.7,14.1,1626.670044,822000,3.7,2.4,underperform,adt,41900000,1.85,3230000000,25.57,1368119142,3.033355763,2.272727273
98,0.12,28.576,1040000000,1.598,0.804,9/24/2004 17:33,0,3.16,7.89,37.2,12830000000,7.89,2.69,15.1,3080000000,1.02,54.42,8950000000,52772000,23.11,5.47,46.07,1.61,1.88,11.08,3.74,11.34,2.69,19.6,28.079,1110.109985,741000,3.85,9.802,underperform,aee,51100000,2.63,4380000000,14.58,1096061630,0,0
99,0.107,28.576,1040000000,1.598,0.804,11/2/2004 15:30,2.198658351,3.136,8.13,37.2,13210000000,8.13,2.78,15.74,3080000000,1.02,54.9,9330000000,52789000,23.14,5.77,48.01,1.68,1.96,11.1,3.74,11.34,2.78,19.6,27.933,1130.560059,361000,1.88,7.157,outperform,aee,51100000,2.63,4380000000,15.31,1099423815,1.842166477,4.040824828
100,0.167,29.774,91500000,0.875,0.974,3/5/2005 21:55,2.107843484,2.83,9.7,37.2,15860000000,9.7,3.07,16,3080000000,1.02,53.44,10070000000,52972000,20.89,5.57,51.83,1.72,1.93,10.27,3.37,10.02,3.07,19.6,27.694,1210.079956,590000,3.07,10.387,outperform,aee,6900000,0.36,5860000000,18.34,1110077716,9.005411387,11.11325487
101,0.24,32.64,1880000000,1.29,86.81,4/23/2012 16:14,-71.7484447,2.15,6.56,51.9,14630000000,6.56,1.99,16.72,2610000000,0.12,1.5,14630000000,51900000,19.37,3.47,31,0.97,1.05,7.07,3.77,6.6,1.99,7.5,30.38,1366.939941,470000,1.9,3.1,underperform,aee,25500000,1.05,7000000000,14.63,1335212090,23.13554148,-48.61290323
102,0.383,21.51,2600000000,0.803,1.435,4/4/2005 22:37,-0.118579229,2.85,7.01,890,25190000000,7.01,1.79,13.27,7610000000,0.76,65.52,13460000000,1130000000,16.31,4.03,33.96,1.59,0.96,8.02,3.24,13.42,1.79,3.4,35.497,1176.119995,1950000,4.96,11.574,underperform,aep,70800000,1.79,12310000000,11.93,1112668665,6.950145777,6.831566549
103,0.55,28.33,35310000000,0.77,136.63,4/8/2011 4:53,-11.17677484,2.53,7.46,26.1,35310000000,7.46,2.45,10.91,8260000000,0.08,68.3,35310000000,1210000000,20.49,2.81,35,1.26,1.19,8.39,3.74,9.04,2.45,4.6,30.1,1328.170044,484000,1,1.8,underperform,aep,48500000,1.01,18690000000,14.02,1302252823,20.77677484,9.6
104,0.36,30.69,3830000000,0.66,123.75,7/27/2012 0:36,-3.203526891,4.09,8.17,10.2,38040000000,8.17,2.53,13.4,8270000000,0.08,61.9,38040000000,1600000000,18.94,4.01,41,1.34,1.33,13.17,3.44,11.2,2.53,2.8,31.09,1385.969971,736000,1.5,2.5,underperform,aep,36600000,0.76,18380000000,10.25,1343363801,26.03279518,22.82926829
105,0.34,31.37,3800000000,0.67,126.19,4/25/2013 5:13,-7.426088356,2.6,8.87,93.2,43520000000,8.87,2.91,15.33,8550000000,0.08,62.8,43520000000,1260000000,20.01,4.29,50,1.61,1.65,8.42,3.51,8.44,2.91,4.9,30.84,1585.160034,437000,0.9,2,underperform,aep,36200000,0.75,19230000000,19.59,1366881234,44.14608836,36.72
106,1.05,32.58,1770000000,0.75,43,12/19/2012 21:05,-93.10265244,5.23,4.73,1.8,17060000000,4.73,0.48,8.32,10250000000,0.3,90.8,17060000000,1840000000,8.93,0.86,46,1.43,0.44,5.22,5.01,17.18,0.48,5.2,101.78,1435.810059,1678000,5.2,3.8,underperform,aet,3180000000,9.51,4690000000,8.8,1355969107,24.62439157,-68.47826087
107,1.09,32.77,1350000000,0.99,63.37,6/5/2013 5:12,-71.00405998,4.84,6,4.1,21220000000,6,0.57,9.47,10860000000,0.37,97.4,21220000000,1640000000,8.31,0.98,59,1.82,0.52,4.4,4.72,15.57,0.57,7,111.29,1608.900024,480000,1.6,1.5,underperform,aet,5250000000,16.12,6800000000,12.26,1370423529,39.64812778,-31.3559322
108,2.53,27.25,9610000000,0.42,33.03,12/30/2011 9:10,0.14094234,3.94,7.17,7.8,22440000000,7.17,1.04,6.5,4930000000,3.03,65.3,22440000000,1860000000,14.16,0.62,43,1.59,0.94,8.62,1.79,15.56,1.04,11.9,46.04,1257.599976,916000,2,2.5,outperform,afl,1960000000,4.2,4200000000,10.98,1325254257,22.11487161,22.25581395
109,1.76,29.18,12230000000,0.43,30.49,7/17/2012 3:10,-10.15862269,5.03,5.88,101.8,22310000000,5.88,0.96,6.29,6700000000,3.05,64.3,22310000000,2360000000,16.08,0.6,43,1.49,0.88,10.17,2.15,19.14,0.96,20.3,49.82,1363.670044,695000,1.5,2.1,underperform,afl,2240000000,4.79,4160000000,8.59,1342509014,32.41443664,22.25581395
110,0.144,7.186,36500000,3.024,0.637,8/10/2004 2:33,-13.96711706,1.171,25.85,169.8,9510000000,25.85,5,21.33,1440000000,1.98,89.14,9310000000,15780000,15.94,1.22,69.32,9.91,5.03,8.33,8.48,18.98,5,24.3,14.349,1079.040039,263000,2,4.17,underperform,agn,65060000,4.85,60280000,59.2,1092119618,3.392968181,-10.57414887
111,0.165,7.186,42480000,3.024,0.637,11/2/2004 14:09,-14.05372347,1.298,26.32,169.8,9690000000,26.32,4.92,22.38,1440000000,1.98,89.42,9730000000,17380000,15.94,1.43,72.5,10.09,5.12,8.83,9.21,20.64,4.92,24.3,14.903,1130.560059,314000,2.38,2.86,underperform,agn,65060000,4.85,60280000,55.86,1099418989,8.329585541,-5.724137931
112,0.275,8.501,51860000,2.994,0.522,3/10/2005 1:40,-17.43314359,2.84,18.22,169.8,9610000000,18.22,4.7,20.73,1440000000,1.97,90.41,9910000000,37710000,25.78,1.34,75.47,8.89,4.85,18.48,18.9,40.7,4.7,24.3,15.383,1209.25,320000,2.49,3.038,underperform,agn,89480000,6.82,58320000,26.6,1110436857,15.86960841,-1.56353518
113,0.65,18.02,1340000000,4.42,28.52,8/22/2012 22:58,-25.61623212,3.41,14.22,19.8,24940000000,14.22,4.44,17.91,4670000000,0.19,91.9,24940000000,1050000000,28.29,1.53,85,4.8,4.64,18.79,11.99,20.24,4.44,5.2,18.49,1413.48999,330000,1.1,1.4,underperform,agn,2670000000,8.88,1560000000,25.05,1345690721,35.43976153,9.823529412
114,0.63,19.44,1600000000,4.07,26.63,4/22/2013 2:49,-17.54966956,3.58,17.86,15.9,32500000000,17.86,5.6,20.91,5030000000,0.16,88.2,32500000000,1100000000,28.45,1.78,113,5.78,5.76,18.93,11.67,19.7,5.6,7.6,19.26,1562.5,478000,1.6,3.8,underperform,agn,2960000000,9.94,1560000000,31.77,1366613392,49.71781115,32.16814159
115,0.64,17.93,1510000000,3.83,40.37,5/12/2013 5:08,-29.56846929,2.88,16.49,94.6,30800000000,16.49,5.2,19.12,5030000000,0.16,88.2,30800000000,1140000000,28.58,1.57,104,5.75,5.19,14.9,11.79,21.16,5.2,8.3,19.73,1626.670044,494000,1.7,4.2,underperform,agn,2250000000,7.59,2160000000,36.17,1368349698,55.86654621,26.29807692
116,0.95,5.62,31725000,2.35,397.17,5/14/2013 20:29,-86.67410422,0.7,17.56,202.3,10050000000,17.56,9.99,14.88,61896000,0.97,102.7,10050000000,8136000,22.95,1.51,32,5.73,4.67,13.56,2.19,0.71,9.99,3.7,7.15,1650.339966,555000,5.1,5.4,underperform,aiv,4956000,0.34,4720000000,47.09,1368577752,59.64285422,-27.03125
117,0.87,65.92,67970000,0.68,20.58,4/22/2013 18:49,-2.990281799,5.67,3.75,84.3,3530000000,3.75,0.42,8.07,2220000000,0.8,96.6,3530000000,48370000,9.62,0.83,46,0.71,0.43,5.69,1.83,9.62,0.42,2.5,100.96,1562.5,351000,4.5,3.8,underperform,aiz,1210000000,15.36,1070000000,8.24,1366670943,32.27289049,29.2826087
118,1.58,36.85,21280000000,0.51,30.87,5/5/2011 15:24,-66.47948157,2.45,8.83,332.5,21280000000,8.83,0.67,8.93,8830000000,0.08,72,21280000000,1330000000,6.79,1.11,33,0.92,0.56,4.18,1.03,7.19,0.67,4.5,59.05,1335.099976,748000,1.5,1.9,underperform,all,2630000000,5.03,5970000000,13.71,1304623458,20.26736036,-46.21212121
119,1.6,36.85,19020000000,0.51,30.87,7/14/2011 0:16,-84.28384347,2.45,7.89,332.5,19020000000,7.89,0.6,7.9,8830000000,0.08,72,19020000000,1330000000,6.79,2.76,29,0.81,0.49,4.18,1.03,7.19,0.6,4.5,59.05,1308.869995,728000,1.4,1.8,underperform,all,2630000000,5.03,5970000000,12.17,1310616969,17.90453313,-66.37931034
120,1.22,37.27,1930000000,0.71,33.86,3/11/2012 4:48,-78.68792754,1.51,12.48,144.6,20040000000,12.48,0.61,7.84,9090000000,0.07,77.2,20040000000,78800000,4.24,0.95,31,0.84,0.48,2.41,0.68,4.18,0.61,1.8,62.71,1365.910034,850000,1.7,1.7,underperform,all,2070000000,4.15,6330000000,20.97,1331455726,23.04276625,-55.64516129
121,1.01,44.06,2990000000,0.57,31.8,5/9/2013 8:24,-45.00171932,4.61,6.61,7.4,25350000000,6.61,0.76,9.63,11700000000,0.11,77,25350000000,2250000000,10.86,1.12,49,1.13,0.7,6.73,1.8,11.29,0.76,1.2,69.1,1626.670044,976000,2.2,3.1,underperform,all,3990000000,8.52,6560000000,10.79,1368102255,46.53233157,1.530612245
122,2.239,3.006,32043000,3.203,3.203,6/22/2004 11:22,0,0.472,23.02,70,6470000000,23.02,7.39,23.65,56133000,2.07,84.97,7520000000,18376000,27.01,1.49,20.1,6.69,8.6,21,12.31,16.06,7.39,16.2,2.249,1134.410034,1169000,3.19,1.526,underperform,altr,1050000000,2.82,3.203,42.58,1087917760,0,0
123,2.272,3.05,31450000,3.044,3.044,9/17/2004 1:25,-2.560356331,0.577,20.17,70,6490000000,20.17,6.91,23.49,56133000,2.06,84.8,7250000000,22297000,29.9,1.35,19.5,6.36,7.69,23.75,14.57,19.54,6.91,16.2,2.426,1128.550049,1282000,3.52,1.754,underperform,altr,1080000000,2.9,3.044,33.8,1095398717,-0.516566746,-3.076923077
124,2.287,3.05,31450000,3.044,3.044,10/13/2004 13:42,0.263579307,0.577,19.52,70,6280000000,19.52,6.69,24.74,56133000,2.06,84.82,7360000000,22297000,29.9,1.42,19.79,6.49,7.84,23.75,14.57,19.54,6.69,16.2,2.426,1113.650024,1672000,4.59,2.173,outperform,altr,1080000000,2.9,3.044,34.3,1097689340,-1.830027008,-1.566447701
125,2.313,3.232,32704000,3.22,3.22,12/9/2004 7:30,4.626113989,0.684,21.19,70,7280000000,21.19,7.32,30.83,56133000,2.07,86.91,8260000000,26229000,30.84,1.72,22.2,7,8.48,26.39,16.7,22.87,7.32,16.2,2.587,1189.23999,1778000,4.88,2.171,outperform,altr,1150000000,3.09,3.22,32.46,1102595424,4.833345471,9.459459459
126,2.337,3.232,32704000,3.595,3.595,2/4/2005 8:02,-12.56724174,0.72,18.49,70,5820000000,18.49,5.73,24.19,56133000,1.15,83.96,7030000000,27511000,30.99,1.62,18.87,5.94,7.19,27.07,17.13,23.54,5.73,16.2,2.658,1203.030029,1341000,3.64,2.27,underperform,altr,1200000000,3.23,3.595,26.21,1107522137,6.048958749,-6.518282989
127,2.659,3.505,31399000,3.356,3.356,5/2/2005 10:15,0.592868363,0.74,20.39,77.3,6430000000,20.39,6.2,23.29,70620000,1.13,85.64,7720000000,28012000,30.39,1.42,20.73,5.91,7.43,26.98,16.78,23.15,6.2,22.9,2.726,1162.160034,1412000,3.84,2.455,outperform,altr,1210000000,3.25,3.356,28.17,1115043347,2.446205443,3.039073806
128,1.27,9.3,95960000,3.91,16.7,3/9/2012 5:22,24.83136419,2.35,10.26,36.7,9040000000,10.26,4.38,16.71,1450000000,0.22,93.9,9040000000,77071000,41.13,1.93,37,4,5.8,37.33,13.2,28.99,4.38,17.6,6.41,1370.869995,565000,1.8,1.2,outperform,altr,3440000000,10.66,50000000,15.92,1331288560,20.84431148,45.67567568
129,1.37,10.43,58721000,6.78,15,2/6/2013 17:54,7.586635372,1.72,13.54,17.6,8510000000,13.54,4.77,18.08,1450000000,0.28,93.3,8510000000,55681000,33.16,1.82,34,3.31,6.18,31.23,8.27,17.6,4.77,4,5.56,1512.119995,435000,1.4,1.5,outperform,altr,3020000000,9.44,50000000,20.08,1360191299,33.29571757,40.88235294
130,1.45,10.78,64693000,6.72,14.49,6/2/2013 9:56,-6.747895611,1.74,12.67,3.8,8010000000,12.67,4.43,18.88,1240000000,0.29,93.7,8010000000,56116000,32.73,1.92,33,3.12,5.94,31.01,8.06,17.09,4.43,7,5.65,1654.410034,415000,1.3,1.3,underperform,altr,3120000000,9.76,50000000,19.08,1370181404,45.8388047,39.09090909
131,0.55,4.9,10150000000,3.08,7.24,7/22/2011 14:48,43.47626037,0.55,55.37,28.2,10150000000,55.37,17.22,38.09,47652000,1.58,100.8,10150000000,10293000,28.88,1.18,57,11.58,17.7,17.46,10.69,12.52,17.22,41.3,3.28,1345.02002,570000,3.7,4.7,outperform,alxn,34878000,1.9,6523000,104.06,1311360510,15.57637121,59.05263158
132,0.53,5.17,12000000000,3.73,0.22,9/28/2011 11:28,65.72679895,0.61,59.54,59.6,12000000000,59.54,18.47,40.85,47652000,1.58,100.8,12000000000,11590000,28.94,1.53,66,12.96,19.04,17.85,11.35,13.28,18.47,47.6,3.59,1151.060059,547000,3.6,4,outperform,alxn,36801000,1.99,206000,109.28,1317223724,-1.090435317,64.63636364
133,0.61,9.64,39644000,3.9,8.6,11/7/2012 1:50,54.23594452,1.13,43.82,40.6,16860000000,43.82,16.19,32.72,69029000,1.27,97.8,16860000000,22202000,35.2,1.16,90,9.4,16.9,21.33,12.02,15.17,16.19,44.2,5.54,1394.530029,516000,3.2,5.3,outperform,alxn,90553000,4.66,16100000,79.93,1352271015,19.83072215,74.06666667
134,0.56,9.64,39644000,3.9,8.6,2/6/2013 13:28,45.49645585,1.13,46.21,40.6,17770000000,46.21,17.07,34.16,69029000,1.27,97.8,17770000000,22202000,35.2,1.27,95,9.89,17.79,21.33,12.02,15.17,17.07,44.2,5.54,1512.119995,439000,2.7,3.5,outperform,alxn,90553000,4.66,16100000,84.35,1360175284,29.93512309,75.43157895
135,0.54,10.72,39430000,5.24,7.13,5/16/2013 20:58,35.06767592,1.46,42.88,81,19450000000,42.88,15.83,31.23,1060000000,1.15,96.9,19450000000,29163000,35.54,1.37,101,9.82,16.71,23.74,11.6,17.66,15.83,38.5,6.37,1650.469971,434000,2.5,2.3,outperform,alxn,1020000000,5.24,14900000,69.88,1368752305,41.82341319,76.89108911
136,2.347,5.097,83845000,4.769,0.065,6/20/2004 10:05,-22.36761301,0.251,28.54,155.4,25390000000,28.54,4.31,15.12,1600000000,0.87,70.02,30740000000,43437000,9,0.88,18.14,3.6,5.28,7.38,4.18,5.33,4.31,11.6,3.444,1132.050049,2728000,1.62,0.72,underperform,amat,5910000000,3.49,55892000,72.27,1087740312,8.144900775,-14.22271224
137,2.276,5.361,1390000000,4.595,0.061,9/16/2004 23:22,-30.80844712,0.529,14.43,155.4,22870000000,14.43,3.25,14.72,1600000000,0.87,69.02,28500000000,91175000,17.5,0.94,16.78,3.13,4.05,12.97,8.46,10.88,3.25,11.6,4.074,1123.5,3669000,2.18,1.204,underperform,amat,6600000000,3.88,55832000,31.72,1095391327,7.328113389,-23.48033373
138,2.305,5.361,1390000000,4.595,0.061,10/18/2004 20:51,-37.06561693,0.529,13.01,155.4,20620000000,13.01,2.93,15.25,1600000000,0.87,68.73,26930000000,91175000,17.5,1.03,15.86,2.93,3.79,12.97,8.46,10.88,2.93,11.6,4.074,1114.02002,4110000,2.44,1.231,underperform,amat,6600000000,3.88,55832000,29.98,1098147093,6.422489563,-30.64312736
139,2.292,5.501,1390000000,4.494,0.049,12/9/2004 7:35,-33.58510235,0.787,13.44,155.4,23700000000,13.44,2.96,17.62,1600000000,0.31,68.22,29330000000,1350000000,22.01,1.63,17.27,3.19,3.72,16.86,12.03,15.61,2.96,11.6,4.652,1189.23999,3764000,2.22,1.054,underperform,amat,6580000000,3.87,45630000,21.94,1102595716,13.6082639,-19.97683845
140,1.27,6.49,10140000000,3.13,22.77,9/25/2011 19:13,-115.1070317,1.45,3.36,287,10140000000,3.36,0.9,10.59,3720000000,0.13,79.3,10140000000,1940000000,24.58,0.85,10,1.6,1.22,17.28,13.89,24.5,0.9,10.7,8.48,1129.560059,2348000,2.1,1.2,underperform,amat,5760000000,4.37,1950000000,7.3,1316992387,7.907031679,-107.2
141,1.56,6.74,2140000000,2.44,23.34,9/18/2012 7:09,-127.7726765,0.83,7.77,54.2,14560000000,7.77,1.57,14.74,4360000000,0.2,79.3,14560000000,1080000000,16.09,2.03,11,1.77,1.6,11.66,6.79,12.78,1.57,15.9,7.18,1459.319946,1850000,1.4,1.6,underperform,amat,2160000000,1.75,1950000000,14.33,1347966566,39.40904017,-88.36363636
